Company Name,Address,Phone,Website,Mail,Facebook,Instagram,Company Link,Company ID
Skúrinn Veitingahús,"Aðalgötu 25, 340 Stykkishólmi",,,mailto:krummafoturehf@gmail.com,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5404150560,540415-0560
XO veitingastaður,"Hagasmára 3, Norðurturni Smáralindar, 201 Kópavogi",571 3888,https://xoisland.is/,mailto:XOisland@xoisland.is,https://www.facebook.com/XOisland/,https://instagram.com/XOveitingastadur,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4403152830,440315-2830
Nesti - Ferskt og fljótt,,,https://minar.n1.is/is/nesti,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4110033370,411003-3370
Wok On - veitingastaður,,561 6666,http://wokon.is/,mailto:wokon@wokon.is,https://www.facebook.com/wokonice/,https://www.instagram.com/wokonice/?hl=en,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4805181440,480518-1440
Noodle Station,"Laugavegi 103, 101 Reykjavík",551 3198,https://noodlestation.is/,mailto:noodleststion01@hotmail.com,https://www.facebook.com/people/Noodle-Station/100038170518191/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4401221910,440122-1910
Flóran Garden Bistro Grasagarði Reykjavíkur,"Grasagarðinum, 104 Reykjavík",,https://www.floran.is/,mailto:info@floran.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7012052940,701205-2940
"Fisherman - Heildsala, dreifing og upplifun sjávarafurða","Aðalgötu 15, 430 Suðureyri",450 9000,https://www.fisherman.is/,mailto:fisherman@fisherman.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6111050960,611105-0960
Pítan veitingahús,"Skipholti 50c, 105 Reykjavík",562 9090,https://www.pitan.is/,mailto:pitan@pitan.is,https://www.facebook.com/pitanveitingastadur,https://www.instagram.com/pitanveitingastadur,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6112220330,611222-0330
Svarta Fjaran,"Reynishverfi, Reynisfjöru, 871 Vík",,http://www.blackbeach.is/,mailto:svartafjaran@blackbeach.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6404130420,640413-0420
Sæta svínið Gastropub,"Hafnarstræti 1-3, 101 Reykjavík",,https://www.saetasvinid.is/,mailto:saetasvinid@saetasvinid.is,https://www.facebook.com/saetasvinid/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5310153040,531015-3040
"Daddi's veitingar, pizza","Vogum, 660 Mývatni",773 6060,https://daddispizza.is/is/,mailto:myvatn@daddispizza.is,https://www.facebook.com/myvatn,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4406922229,440692-2229
Subway,,,https://subway.is/,mailto:subway@subway.is,https://www.facebook.com/subwayislandi/,https://instagram.com/subwayiceland/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4109490169,410949-0169
Eldofninn Pizzeria Grímsbæ,"Efstalandi 26, 108 Reykjavík",,https://eldofninn.is/,mailto:eldofnin@eldofninn.is,https://www.facebook.com/PizzeriaEldofninn,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5509080260,550908-0260
Aðalbakarinn ehf,"Aðalgötu 26, 580 Siglufirði",,,mailto:siglobakari@gmail.com,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5208033350,520803-3350
DILL Restaurant,"Laugavegi 59, 101 Reykjavík",552 1522,https://www.dillrestaurant.is/,mailto:dillrestaurant@dillrestaurant.is,https://www.facebook.com/dillrestaurantrvk,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6007171970,600717-1970
North West Hotel & Restaurant ehf,"Víðigerði, 531 Hvammstanga (dreifbýli)",,,mailto:northwesthotel@outlook.com,https://www.facebook.com/vidigerdi/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5512141330,551214-1330
Public deli ehf,"Keilisbraut 771, 262 Reykjanesbæ",556 1006,http://publicdeli.is/,mailto:info@publicdeli.is,https://www.facebook.com/public.deli,https://www.instagram.com/public.deli/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5705230660,570523-0660
Fröken Selfoss - eldhús lokar kl. 21.30,"Brúartorgi, 800 Selfossi",451 3320,https://www.frokenselfoss.is/,mailto:info@frokenselfoss.is,https://www.facebook.com/FrkSelfoss/,https://www.instagram.com/frokenselfoss/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4206211830,420621-1830
Gallery Pizza,"Hvolsvegi 29, 860 Hvolsvelli",487 8440,,,https://www.facebook.com/gallerypizza860/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6001942919,600194-2919
Saffran,,578 7874,http://www.saffran.is/,mailto:saffran@saffran.is,https://www.facebook.com/Saffranveitingastadur,https://www.instagram.com/saffranveitingastadur/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6112220330,611222-0330
Kaffi Duus,"Duusgötu 10, 230 Reykjanesbæ",,http://www.duus.is/,mailto:duus@duus.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5011942209,501194-2209
Bakarí Sandholt,"Laugavegi 36, 101 Reykjavík",551 3524,https://sandholt.is/,mailto:sandholt@sandholt.is,https://www.facebook.com/sandholtreykjavik/,https://www.instagram.com/sandholtreykjavik/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6912002990,691200-2990
Rauða ljónið,"Eiðistorgi 15, 170 Seltjarnarnesi",,https://www.ljonid.is/,mailto:ljonid@ljonid.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4608032680,460803-2680
Kínahofið veitingahús,"Nýbýlavegi 20, 200 Kópavogi",554 5022,https://www.kinahofid.is/,mailto:kinahofid@kinahofid.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6707100680,670710-0680
El Grilló ehf,"Norðurgötu 3, 710 Seyðisfirði",,,mailto:kaffilara@gmail.com,https://www.facebook.com/kaffilara,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6909032020,690903-2020
"Viethouse víetnamskar veitingar, bar & kaffihús","Hraunbergi 4, 111 Reykjavík",,,mailto:viethouse@hotmail.com,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4803100710,480310-0710
Bjargarsteinn Mathús,"Sólvöllum 15, 350 Grundarfirði",438 6770,http://www.bjargarsteinn.is/,mailto:mathus@bjargarsteinn.is,https://www.facebook.com/Bjargarsteinnrestaurant/?locale=is_IS,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4902162510,490216-2510
Italiano pizzeria,"Hlíðasmára 15, 201 Kópavogi",551 2345,http://www.italiano.is/,mailto:italiano@italiano.is,https://www.facebook.com/pizza.is,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4910141210,491014-1210
Rikki Chan matsölustaður,"Kringlunni 4-12, 103 Reykjavík",568 4170,https://www.rikkichan.is/,mailto:rikkichan@rikkichan.is,https://www.facebook.com/people/Rikki-Chan/100064304701082/,https://www.instagram.com/rikkichan_iceland/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5211032990,521103-2990
B&S Restaurant Blönduósi ehf. Himinn sól ehf,,453 5060,http://www.bogs.is/,mailto:info@bogs.is,https://www.facebook.com/bogsrestaurant/,https://www.instagram.com/bogsrestaurant/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5908151010,590815-1010
Kaffihús Vesturbæjar,"Melhaga 20-22, 107 Reykjavík",,,mailto:kaffihusvesturbaejar@gmail.com,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5702141280,570214-1280
Hagavagninn,"Hofsvallagötu 52, - við Vesturbæjarlaug, 107 Reykjavík",519 6027,https://www.hagavagninn.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6310180170,631018-0170
Tapas Barinn,"Vesturgötu 3b, 101 Reykjavík",,http://www.tapas.is/,mailto:tapas@tapas.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6806024840,680602-4840
Veitingastaðurinn Fiskmarkaðurinn ehf,"Aðalstræti 12, 101 Reykjavík",578 8877,http://www.fiskmarkadurinn.is/,mailto:info@fiskmarkadurinn.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6407032370,640703-2370
Shake and pizza,"Fossaleyni 1, 112 Reykjavík",517 1819,https://shakepizza.is/,mailto:info@shakepizza.is,https://www.facebook.com/shakepizza/,https://instagram.com/shakeandpizza/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7107170440,710717-0440
Krúska ehf,"Suðurlandsbraut 12, 108 Reykjavík",,https://www.kruska.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5208080270,520808-0270
Smiðjan brugghús ehf,"Sunnubraut 15, 870 Vík",571 8870,http://www.smidjanbrugghus.is/,,https://www.facebook.com/smidjanbrugghus,https://instagram.com/smidjanbrugghus,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5506171290,550617-1290
Flatey Pizza,"Grandagarði 11, 101 Reykjavík",588 2666,http://www.flateypizza.is/,mailto:flateypizza@flateypizza.is,,https://www.instagram.com/flateypizza,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5303170990,530317-0990
Pizzastaðurinn Tomman,"Hafnarbraut 21, 620 Dalvík",,,,,,,
Ban Thai tælenskt veitingahús,"Laugavegi 130, ofan við Hlemm, 105 Reykjavík",,https://www.banthai.is/,mailto:banthai@banthai.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6911993559,691199-3559
Fossatún ehf,"Fossatúni, 311 Borgarnesi (dreifbýli)",433 5800,https://www.fossatun.is/,mailto:info@fossatun.is,https://www.facebook.com/fossatun,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6402100360,640210-0360
Reykjavík fish,"Tryggvagötu 8, 101 Reykjavík",,https://www.reykjavikfish.is/,mailto:reykjavikfish@internet.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6106111090,610611-1090
Veitingastaðurinn Hópið,"Hrafnadalsvegi, 460 Tálknafirði",456 2777,,mailto:hopid@simnet.is,https://www.facebook.com/hopid12345/?locale=is_IS,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5104060790,510406-0790
Salka veitingahús,"Garðarsbraut 6, 640 Húsavík",,https://www.salkarestaurant.is/,mailto:salka@salkarestaurant.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6610003090,661000-3090
Grillvagninn ehf,"Flugumýri 8, 270 Mosfellsbæ",898 3189,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4601101810,460110-1810
Olsen Olsen,"Hafnargötu 62, 230 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6907191180,690719-1180
Álfacafé,"Fiskverkun, 720 Borgarfirði eystra",,,mailto:alfacafe@simnet.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5106022340,510602-2340
Hjá Höllu,"Víkurbraut 62, 240 Grindavík",896 5316,https://www.hjahollu.is/,mailto:halla@hjahollu.is,https://www.facebook.com/hjahollu,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6401130650,640113-0650
Hótel Flatey,"Flatey, 345 Flatey",834 4450,https://www.hotelflatey.is/,mailto:info@hotelflatey.is,https://www.facebook.com/hotelflatey,https://www.instagram.com/hotelflatey/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5502060800,550206-0800
Panda veitingahús,"Hafnargötu 90, 230 Reykjanesbæ",,http://www.kinapanda.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4605100660,460510-0660
Hafið bláa ehf,"Óseyrartanga, við ósa Ölfusár, 816 Ölfusi",,http://www.hafidblaa.is/,mailto:hafidblaa@hafidblaa.is,https://facebook.com/hafidblaa,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7009972279,700997-2279
Mandi ehf.,"Veltusundi 3b, 101 Reykjavík",571 1444,https://mandi.is/,mailto:mandi@mandi.is,https://www.facebook.com/profile.php?id=100063782130979,https://www.instagram.com/mandireykjavik/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4909111540,490911-1540
Einarshúsið,"Hafnargötu 41, 415 Bolungarvík",,https://einarshusid.is/,mailto:einarshusid@gmail.com,https://www.facebook.com/Einarsh%C3%BAsi%C3%B0-20245874948/?fref=ts,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5409150240,540915-0240
Grillmarkaðurinn veitingastaður,"Lækjargötu 2a, 101 Reykjavík",571 7777,https://www.grillmarkadurinn.is/,mailto:info@grillmarkadurinn.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5802110380,580211-0380
Lamb Inn veitingastaður,"Öngulsstöðum 3, 605 Akureyri (dreifbýli)",,https://www.lambinn.is/,mailto:lambinn@lambinn.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5504922379,550492-2379
Jómfrúin,"Lækjargötu 4, 101 Reykjavík",551 0100,https://www.jomfruin.is/,mailto:jomfruin@jomfruin.is,https://www.facebook.com/jomfruin/?locale=is_IS,https://www.instagram.com/jomfruin/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5609150200,560915-0200
Galito veitingastaður,"Stillholti 16-18, 300 Akranesi",,,mailto:galito@galito.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6909042840,690904-2840
Anna Jóna,"Tryggvagötu 11, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6408222010,640822-2010
Bjórgarðurinn,"Þórunnartúni 1, 105 Reykjavík",531 9030,https://www.bjorgardurinn.is/,mailto:bjorgardurinn@bjorgardurinn.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6912094740,691209-4740
Tjöruhúsið,"Neðstakaupstað Turnhús, 400 Ísafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6709052090,670905-2090
Kaffi Sel ehf Golfskálanum,"Efra-Seli, 846 Flúðum (dreifbýli)",486 6454,https://kaffisel.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4704042720,470404-2720
Íslenski Barinn,"Ingólfsstræti 1a, 101 Reykjavík",517 6767,https://www.islenskibarinn.is/,,https://www.facebook.com/islenski,https://www.instagram.com/islenskibarinn,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6002141790,600214-1790
Hótel Laxárbakki Hótel og veitingastaður,"Laxárbakka, 301 Akranesi (dreifbýli)",551 2783,https://www.laxarbakki.is/,mailto:laxarbakki@laxarbakki.is,https://www.facebook.com/laxarbakki,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5305022010,530502-2010
Kjúklingastaðurinn Suðurver,"Stigahlíð 45-47, 105 Reykjavík",553 8890,https://www.kjuklingastadurinn.is/,mailto:kjuklingastadurinn@kjuklingastadurinn.is,https://www.facebook.com/kjuklingastadurinnsudurveri?locale=is_IS,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5110060740,511006-0740
Sægreifinn veitingastaður,"Geirsgötu 8, 101 Reykjavík",553 1500,,mailto:seabaron8@gmail.com,https://www.facebook.com/saegreifinn.seabaron/?locale=is_IS,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7009081350,700908-1350
Sker Restaurant ehf - Veitingarstaður,"Ólafsbraut 19, 355 Ólafsvík",436 6625,,mailto:info@skerrestaurant.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5503181640,550318-1640
Max's restaurant,"Norðurljósavegi 1, 241 Grindavík",,https://www.nli.is/maxs-restaurant,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4408952209,440895-2209
Forréttabarinn,"Nýlendugötu 14, - Gengið inn frá Mýrargötu, 101 Reykjavík",517 1800,https://www.forrettabarinn.is/,mailto:info@forrettabarinn.is,https://www.facebook.com/Forr%C3%A9ttabarinn-233429823373573/,https://www.instagram.com/explore/locations/237433848/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6312042950,631204-2950
Fjöruborðið veitingahús,"Eyrarbraut 3a, 825 Stokkseyri",,https://www.fjorubordid.is/,mailto:info@fjorubordid.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6301131560,630113-1560
Hver restaurant,"Breiðumörk 1c, 810 Hveragerði",483 4700,https://hverrestaurant.is/en/,mailto:hver@hverrestaurant.is,https://www.facebook.com/hverrestaurant/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7103982919,710398-2919
Víkurskáli 870 Vík,"Austurvegi 18, 870 Vík",,,mailto:elias@vikurskali.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4207022050,420702-2050
Snaps Bistro,"Þórsgötu 1, 101 Reykjavík",511 6677,https://www.snaps.is/,mailto:snaps@snaps.is,https://www.facebook.com/Snaps-Bistro-346582855366947/,https://www.instagram.com/snapsbistro,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4112110880,411211-0880
Yuzu,"Litlatúni 3, 210 Garðabæ",588 8818,https://www.yuzu.is/,mailto:yuzu@yuzu.is,https://www.facebook.com/yuzuburger,https://www.instagram.com/yuzuburger/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6408180500,640818-0500
OTO restaurant,"Hverfisgötu 44, 101 Reykjavík",454 9900,,mailto:oto@oto.is,,https://www.instagram.com/otorestaurant/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4702230650,470223-0650
Kaffi Borgir,"Dimmuborgum, 660 Mývatni",698 6810,https://kaffiborgir.is/,mailto:freddi@kaffiborgir.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6502101660,650210-1660
Kanslarinn veitingahús,"Dynskálum 10c, 850 Hellu",,http://kanslarinn.is/,mailto:kanslarinnhellu@yahoo.com,https://www.facebook.com/HotelKanslarinn/?locale=is_IS,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7001892449,700189-2449
Ingólfsskáli,"Efstalandi, 816 Ölfusi",662 3400,https://www.ingolfsskali.is/,mailto:ingolfsskali@ingolfsskali.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4401131090,440113-1090
Rauða húsið veitingahús,"Búðarstíg 4, 820 Eyrarbakka",,http://www.raudahusid.is/,mailto:raudahusid@raudahusid.is,https://www.facebook.com/raudahusid820,https://www.instagram.com/raudahusid,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7007190650,700719-0650
Kráin,"Bárustíg 1, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6510072160,651007-2160
Salatbarinn Buffet Restaurant,"Faxafeni 9, 108 Reykjavík",,,,,,,
Dalakot gistiheimili og pizzastaður,"Dalbraut 2, 370 Búðardal",434 1644,https://dalakot.is/,mailto:dalakot@dalakot.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6204132240,620413-2240
Durum restaurant & take away,"Laugavegi 42, 101 Reykjavík",,https://www.durum.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6504052260,650405-2260
Veitingahúsið Varmá,"Hverhamri, 810 Hveragerði",,,mailto:restaurant@frostogfuni.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6907080940,690708-0940
Café Loki,"Lokastíg 28, 101 Reykjavík",466 2828,https://loki.is/,mailto:bookings@loki.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4712050440,471205-0440
Bubbly Bistro & Wine,"Austurvegi 1, 400 Ísafirði",792 9101,,mailto:bubblyisafjordur@gmail.com,https://www.facebook.com/profile.php?id=61562077733195,https://www.instagram.com/bubblyisafjordur/?fbclid=IwY2xjawEURYxleHRuA2FlbQIxMAABHeogD3oNYe7BS18D-4MBghcVbR3DYFeGBTHYJWdSNJKUuLooPEWY2shJdw_aem__qsTC72peKZ0bJAHBOMZeA,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4303161170,430316-1170
Thai matstofan,"Suðurlandsbraut 52, 108 Reykjavík",553 3080,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4410992749,441099-2749
Hótel Flókalundur gistihús veitingastaður,"Vatnsfirði, 451 Patreksfirði (dreifbýli)",456 2011,https://www.flokalundur.is/,mailto:flokalundur@flokalundur.is,https://www.facebook.com/hotel.flokalundur/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6510992699,651099-2699
Hlöllabátar Hlölli - Hlölli,"Þverholti 1, 270 Mosfellsbæ",,https://hlolli.is/,mailto:hlolli@hlolli.is,https://www.facebook.com/hlollabatar,https://www.instagram.com/hlolli1986/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4203180300,420318-0300
"Eldstó Art Café & Hús Leirkerasmiðsins ehf - veitingastaður, gistiheimili og listagallerý","Austurvegi 2, 860 Hvolsvelli",,http://eldsto.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5908043040,590804-3040
Grandi Mathöll,"Grandagarði 16, 101 Reykjavík",787 6200,http://www.grandimatholl.is/,mailto:info@grandimatholl.is,https://www.facebook.com/GrandiMatholl/,https://instagram.com/grandimatholl/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6509130350,650913-0350
Lóa Restaurant,"Laugavegi 95-99, 101 Reykjavík",595 8575,https://www.loa.is/,mailto:loa@loa.is,https://www.facebook.com/loarestaurant,https://www.instagram.com/loarestaurant/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6112231530,611223-1530
Akur - restaurant,"Bryggjugötu 4a, 101 Reykjavík",419 8500,http://akur-restaurant.is/,mailto:info@akur-restaurant.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6109160740,610916-0740
American Style veitingastaðir,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6810153610,681015-3610
Strikið veitingastaður,"Skipagötu 14, 600 Akureyri",462 7100,http://www.strikid.is/,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6707150430,670715-0430
Haust Restaurant,"Þórunnartúni 1, 105 Reykjavík",531 9020,https://www.haustrestaurant.is/,mailto:haust@haustrestaurant.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6912094740,691209-4740
Bombay Bazaar ehf,"Ármúla 21, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6104170350,610417-0350
Minilik - eþíópískt veitingahús 845 Flúðum,,846 9798,,mailto:minilik@minilik.is,https://www.facebook.com/minilik2/?locale=is_IS,,,
Systrakaffi ehf,"Klausturvegi 13, 880 Kirkjubæjarklaustri",,https://www.systrakaffi.is/,mailto:systrakaffi@systrakaffi.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5302012010,530201-2010
"Héraðsskólinn á Laugarvatni Gisting, veitingar og ráðstefnuþjónusta Opið allan ársins hring","Héraðsskóla, 840 Laugarvatni",537 8060,https://heradsskolinn.is/,mailto:booking@heradsskolinn.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7005130680,700513-0680
Einsi Kaldi veitingastaður,"Vestmannabraut 28a, 900 Vestmannaeyjum",481 1415,https://www.einsikaldi.is/,mailto:einsikaldi@einsikaldi.is,https://www.facebook.com/einskikaldi/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4204081960,420408-1960
Naustið veitingastaður,"Ásgarðsvegi 1, 640 Húsavík",464 1520,https://www.facebook.com/naustid,mailto:naustidfood@gmail.com,https://www.facebook.com/naustid,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4305062420,430506-2420
Kjöthúsið ehf,"Smiðjuvegi 24-26, rauð gata, 200 Kópavogi",557 8833,http://www.kjothusid.is/,mailto:kjothusid@kjothusid.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6705932079,670593-2079
Aktu Taktu,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6810153610,681015-3610
Íslenska Flatbakan,"Bæjarlind 2, 201 Kópavogi",567 1717,http://www.flatbakan.is/,mailto:flatbakan@flatbakan.is,https://www.facebook.com/islenskaflatbakan,https://instagram.com/flatbakan/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4411023050,441102-3050
Kaffi Norðurfjörður veitingahús,"Norðurfirði, 524 Árneshreppi",,https://www.nordurfjordur.is/,mailto:kaffi@nordurfjordur.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4301690419,430169-0419
Fish House bar and grill,"Hafnargötu 6, 240 Grindavík",,http://www.fishhouse.is/,mailto:info@fishhouse.is,https://www.facebook.com/GrindavikFishHouse/?fref=ts,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7012141020,701214-1020
Brass Kitchen & bar,"Laugavegi 66, 101 Reykjavík",,https://www.brass.is/,mailto:info@brass.is,https://www.facebook.com/Brass-Kitchen-Bar-181547389047564/,https://instagram.com/brass.is/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6104170780,610417-0780
Bragdavellir Cottages Baggi ehf,"Bragðavöllum, 766 Djúpavogi",478 8240,https://www.bragdavellir.is/,mailto:info@bragdavellir.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6308012490,630801-2490
Tryggvaskáli,"Austurvegi 1, við tryggvatorg, 800 Selfossi",,https://tryggvaskali.com/,,https://www.facebook.com/Tryggvaskali/,https://instagram.com/tryggvaskali2.0/,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4505211080,450521-1080
Dirty burger & ribs,,,http://www.dirtyburgerandribs.is/,mailto:dbr@dbr.is,https://www.facebook.com/Dirty-Burger-Ribs-351231615024234/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5802140960,580214-0960
Skessubrunnur ehf,"Tungu 1, 301 Akranesi (dreifbýli)",,,mailto:skessubrunnur@skessubrunnur.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5203130870,520313-0870
Krua Thai ehf veitingastaður og heimsendingarþjónusta,"Bæjarlind 14-16, 201 Kópavogi",,https://www.kruathai.is/,,https://www.facebook.com/Krua-Thai-157740274317155/,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6007012150,600701-2150
Steikhúsið,"Tryggvagötu 4-6, 101 Reykjavík",,https://www.steik.is/,mailto:steik@steik.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4608032680,460803-2680
Ítalía veitingahús,"Frakkastíg 8b, 101 Reykjavík",552 4630,https://www.italia.is/,mailto:italia@italia.is,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4712922149,471292-2149
"ENN 1 SKÁLINN Bensínafgreiðsla, veitingasala, ís og sælgæti","Langanesvegi 12, 680 Þórshöfn",468 1274,http://lyngholt.is/,mailto:skalinn@lyngholt.is,https://www.facebook.com/enn1skalinn,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5306061630,530606-1630
BlackBox Pizzeria,"Borgartúni 26, 105 Reykjavík",,http://www.blackboxpizza.is/,mailto:blackbox@blackboxpizza.is,https://www.facebook.com/blackboxpizza.is,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5209170710,520917-0710
Café Retro ehf,"Grandagarði 14, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4312043710,431204-3710
Café Adesso Smáralind,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5001023060,500102-3060
Hard wok cafe,"Aðalgötu 8, 550 Sauðárkróki",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4203090310,420309-0310
Svarti Sauðurinn - veitingastaður,"Unubakka 4, 815 Þorlákshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6405120750,640512-0750
